health_score,failure_probability,rul_days,repair_cost,failure_cost,potential_savings,priority
26,54,31,14386,42830,28444,Immediate
58,53,104,13004,111622,98618,Medium
10,66,38,14102,81341,67239,Immediate
50,75,61,18402,102924,84522,High
84,88,30,17173,48291,31118,Immediate
62,9,3,13188,108974,95786,Immediate
81,44,62,9039,88620,79581,Medium
43,62,4,23495,73097,49602,Immediate
73,100,91,6247,66615,60368,Immediate
68,76,45,8586,74814,66228,High
4,46,106,10979,85706,74727,Immediate
32,20,67,5883,52477,46594,High
31,23,116,3674,101883,98209,High
66,53,26,15219,28927,13708,Medium
87,64,51,10537,56090,45553,High
59,58,76,24264,105388,81124,Medium
20,66,108,7891,81934,74043,Immediate
69,61,42,7189,62980,55791,High
21,37,14,21297,107482,86185,Immediate
39,53,13,4150,93987,89837,High
18,41,41,4510,43056,38546,Immediate
30,75,15,22636,90723,68087,High
77,98,80,4073,76944,72871,Immediate
16,17,42,5192,56167,50975,Immediate
84,87,98,8171,83230,75059,Immediate
90,38,81,15658,86047,70389,Medium
41,20,68,17010,115709,98699,High
29,56,33,18718,109063,90345,Immediate
88,52,16,10856,32079,21223,High
4,76,94,16766,93180,76414,Immediate
80,54,91,18266,76334,58068,Medium
41,68,24,18046,53316,35270,High
13,54,15,8220,70399,62179,Immediate
52,89,73,11186,26285,15099,Immediate
85,93,84,20243,97129,76886,Immediate
67,91,55,8730,31114,22384,Immediate
70,72,98,24759,52909,28150,High
41,97,77,18778,79894,61116,Immediate
73,93,108,5905,24195,18290,Immediate
91,28,116,23421,106895,83474,Low
92,56,66,8494,86739,78245,Medium
26,21,74,10795,51627,40832,Immediate
48,82,24,23762,43269,19507,High
16,55,10,18979,44028,25049,Immediate
73,37,81,11062,102431,91369,Medium
89,97,4,14441,29011,14570,Immediate
60,20,36,15845,70483,54638,Medium
70,43,64,7833,21173,13340,Medium
12,24,5,3639,72557,68918,Immediate
28,56,46,11151,62296,51145,Immediate
24,73,39,11719,57746,46027,Immediate
27,75,44,12759,47909,35150,Immediate
92,44,53,12404,56606,44202,Medium
25,2,90,12766,96686,83920,Immediate
34,52,91,23653,47160,23507,High
82,21,60,5437,27008,21571,Low
72,74,86,22784,121900,99116,High
42,73,34,19542,101819,82277,High
45,3,2,20042,112639,92597,Immediate
58,78,110,5375,64802,59427,High
75,67,53,23965,96535,72570,High
54,38,36,11192,81446,70254,Medium
8,22,52,19281,35144,15863,Immediate
59,17,97,12320,84758,72438,Medium
77,57,65,5419,28937,23518,Medium
100,68,14,14981,93273,78292,High
74,31,51,24219,118111,93892,Low
70,68,94,8646,72691,64045,High
77,23,88,21978,114990,93012,Low
11,83,46,18741,77833,59092,Immediate
35,84,48,10644,30590,19946,High
35,51,22,19805,71210,51405,High
64,2,88,15271,57119,41848,Medium
2,17,80,4024,30945,26921,Immediate
51,11,38,3507,50199,46692,Medium
40,52,13,23607,85906,62299,High
12,17,19,18762,47692,28930,Immediate
69,47,71,8019,72894,64875,Medium
18,79,81,17677,76655,58978,Immediate
47,28,48,19894,117976,98082,High
98,46,89,8179,65970,57791,Medium
19,100,19,14561,56637,42076,Immediate
75,48,15,18171,73813,55642,High
54,86,15,17681,82471,64790,Immediate
12,53,13,8523,64316,55793,Immediate
9,51,37,16491,69112,52621,Immediate
26,33,100,19061,29076,10015,Immediate
58,20,16,18824,102308,83484,High
32,53,69,11602,28834,17232,High
43,29,23,18182,98553,80371,High
82,93,16,21870,108175,86305,Immediate
89,16,75,3819,49202,45383,Low
92,53,9,6984,103794,96810,High
36,21,72,22365,100940,78575,High
71,43,91,18071,84682,66611,Medium
97,24,95,17121,68336,51215,Low
12,55,79,20073,104108,84035,Immediate
32,94,25,3825,15016,11191,Immediate
86,37,3,17707,82506,64799,Immediate
1,22,98,9813,46163,36350,Immediate
9,64,22,14059,112489,98430,Immediate
55,32,89,4237,19180,14943,Medium
29,81,24,13292,44512,31220,Immediate
54,22,106,16942,60169,43227,Medium
9,97,33,13447,97492,84045,Immediate
81,26,7,22610,48811,26201,High
9,74,57,24762,37990,13228,Immediate
13,76,83,3408,60905,57497,Immediate
78,91,104,23912,39685,15773,Immediate
29,39,12,12179,27796,15617,Immediate
13,0,68,16841,76668,59827,Immediate
63,95,28,18323,82824,64501,Immediate
31,71,25,22859,105211,82352,High
29,36,80,20368,114949,94581,Immediate
73,68,8,14616,45196,30580,High
0,94,7,15605,73217,57612,Immediate
57,87,78,23822,48792,24970,Immediate
72,7,64,19766,112613,92847,Low
67,48,38,20281,45255,24974,Medium
8,45,65,7953,107771,99818,Immediate
28,32,28,21782,87160,65378,Immediate
25,28,11,17815,99707,81892,Immediate
33,85,48,22610,34013,11403,High
71,39,110,11862,89126,77264,Medium
38,97,111,14543,74192,59649,Immediate
67,81,93,10702,81090,70388,High
60,26,16,13668,106126,92458,High
72,4,59,14207,64689,50482,Low
69,86,46,21302,107064,85762,Immediate
23,9,79,17885,99520,81635,Immediate
92,69,48,16810,36536,19726,High
49,68,48,11102,33856,22754,High
4,83,11,20398,96175,75777,Immediate
59,26,93,3134,98815,95681,Medium
66,68,55,13316,54409,41093,High
11,26,118,22180,104623,82443,Immediate
32,78,85,21027,100969,79942,High
51,36,113,12591,32333,19742,Medium
83,82,65,16763,56461,39698,High
71,4,9,8760,102462,93702,High
29,70,86,9426,101050,91624,Immediate
98,90,63,17282,62128,44846,Immediate
81,18,114,4637,28553,23916,Low
78,61,7,22684,49650,26966,High
85,75,8,13168,81489,68321,High
27,81,95,23496,36962,13466,Immediate
14,29,116,6166,75563,69397,Immediate
11,86,61,21023,72402,51379,Immediate
34,66,106,17583,65306,47723,High
78,76,63,10249,24045,13796,High
4,80,83,23611,112354,88743,Immediate
38,55,54,24869,102122,77253,High
18,93,26,14390,81017,66627,Immediate
74,60,103,9594,82557,72963,Medium
21,16,11,14942,38954,24012,Immediate
90,48,107,17428,33183,15755,Medium
60,11,13,4337,74123,69786,High
42,35,2,19214,70746,51532,Immediate
35,77,101,8018,81901,73883,High
57,92,6,10467,72865,62398,Immediate
22,73,98,13091,69374,56283,Immediate
95,25,7,24919,76935,52016,High
81,98,20,4630,36074,31444,Immediate
95,51,111,9866,90323,80457,Medium
85,49,34,11754,86897,75143,Medium
9,25,32,24115,113644,89529,Immediate
90,61,12,18527,78533,60006,High
77,33,81,15101,71591,56490,Low
7,96,99,13414,60358,46944,Immediate
25,56,7,11429,35212,23783,Immediate
88,98,26,15917,60417,44500,Immediate
46,34,30,21609,40785,19176,High
23,29,84,24557,89591,65034,Immediate
7,49,47,10759,30009,19250,Immediate
60,88,79,3946,50744,46798,Immediate
7,33,25,4136,46051,41915,Immediate
82,42,50,6403,35041,28638,Medium
86,52,63,11295,45488,34193,Medium
39,22,59,8956,99117,90161,High
73,26,55,18465,54004,35539,Low
71,69,89,8678,103786,95108,High
39,83,27,22718,114120,91402,High
22,83,64,12072,104746,92674,Immediate
97,28,61,13411,56549,43138,Low
68,26,12,17116,77069,59953,High
93,35,6,3415,44463,41048,Immediate
21,9,29,24642,72467,47825,Immediate
55,84,95,10993,72937,61944,High
51,60,17,10386,41866,31480,High
71,36,5,23677,115676,91999,Immediate
0,8,85,21246,64632,43386,Immediate
63,78,24,18492,69374,50882,High
37,28,46,14443,44072,29629,High
74,67,59,20545,73394,52849,High
3,51,74,11160,49045,37885,Immediate
17,75,51,7132,17976,10844,Immediate
17,28,108,4263,49965,45702,Immediate
91,6,88,7776,78777,71001,Low
36,26,21,12699,73941,61242,High
50,92,71,16580,106048,89468,Immediate
52,86,63,21545,51185,29640,Immediate
24,12,37,18833,58412,39579,Immediate
64,17,85,12332,111993,99661,Medium
23,59,17,17185,44396,27211,Immediate
8,51,104,9619,26417,16798,Immediate
76,27,117,18952,99232,80280,Low
55,84,94,6530,54383,47853,High
35,55,89,3019,74001,70982,High
59,34,74,24218,107050,82832,Medium
77,44,69,22367,44122,21755,Medium
37,97,24,16658,76006,59348,Immediate
12,20,101,24663,119052,94389,Immediate
94,31,79,21422,53238,31816,Low
47,29,107,9470,108467,98997,High
94,43,26,24603,95125,70522,Medium
89,1,43,24996,74974,49978,Low
62,72,58,12210,62774,50564,High
47,4,91,14612,82355,67743,High
82,48,60,10986,99668,88682,Medium
81,58,64,24352,94396,70044,Medium
93,25,70,23866,52256,28390,Low
11,40,105,11910,49622,37712,Immediate
62,49,47,22463,54125,31662,Medium
10,16,27,13846,71104,57258,Immediate
77,86,56,13589,61574,47985,Immediate
46,18,57,14166,96373,82207,High
44,26,61,13137,39751,26614,High
28,43,109,22841,93134,70293,Immediate
8,14,84,8615,106041,97426,Immediate
51,54,53,17407,71734,54327,Medium
84,38,43,7341,47177,39836,Medium
36,54,32,13048,64930,51882,High
23,21,78,20196,35195,14999,Immediate
90,66,64,6424,79258,72834,High
46,20,32,16031,54039,38008,High
44,43,41,24855,102618,77763,High
87,10,101,13452,36269,22817,Low
10,26,43,14109,55266,41157,Immediate
28,20,29,3188,22602,19414,Immediate
94,90,119,13217,104336,91119,Immediate
4,96,15,18800,56292,37492,Immediate
80,3,56,17036,38034,20998,Low
33,39,69,14971,26400,11429,High
13,67,8,22266,91319,69053,Immediate
28,89,114,19246,77723,58477,Immediate
11,78,116,24689,113775,89086,Immediate
54,91,104,6938,77771,70833,Immediate
63,67,82,10051,84356,74305,High
20,9,85,5392,31121,25729,Immediate
80,69,14,7068,92499,85431,High
81,29,73,4549,95170,90621,Low
51,16,62,5529,58646,53117,Medium
21,52,32,13294,99830,86536,Immediate
79,21,38,16926,83034,66108,Medium
7,64,105,9823,106071,96248,Immediate
4,44,46,6747,81147,74400,Immediate
40,29,52,7430,101801,94371,High
35,65,45,11963,108924,96961,High
87,54,59,13921,66162,52241,Medium
45,1,50,17464,38484,21020,High
69,21,17,18344,82594,64250,High
69,2,110,12464,88709,76245,Medium
80,98,49,16233,30823,14590,Immediate
34,22,72,6718,29823,23105,High
9,89,55,12929,82896,69967,Immediate
32,65,92,18353,87840,69487,High
96,8,29,7302,19111,11809,Medium
81,70,78,19156,77793,58637,High
82,60,5,5796,105464,99668,Immediate
55,51,15,9745,57715,47970,High
19,72,117,7443,31026,23583,Immediate
74,97,25,24223,54565,30342,Immediate
56,20,5,3746,38076,34330,Immediate
100,64,63,24705,43915,19210,High
18,15,109,15855,41328,25473,Immediate
67,77,30,12734,36953,24219,High
23,21,47,10197,54667,44470,Immediate
19,25,49,15612,97472,81860,Immediate
33,68,10,24762,53270,28508,High
47,65,35,15723,106732,91009,High
61,51,116,21869,47640,25771,Medium
100,22,107,24462,53894,29432,Low
31,1,111,8611,41004,32393,High
15,15,51,24954,46950,21996,Immediate
53,19,100,24024,75631,51607,Medium
23,52,64,5361,104822,99461,Immediate
36,83,12,11275,34680,23405,High
30,85,79,16659,53997,37338,High
13,74,73,24541,54423,29882,Immediate
36,41,32,7191,92445,85254,High
9,15,39,9751,31423,21672,Immediate
6,55,117,23398,46663,23265,Immediate
81,2,1,15742,43735,27993,Immediate
58,71,118,21832,110117,88285,High
16,88,21,9966,54787,44821,Immediate
83,48,84,19025,44456,25431,Medium
43,58,29,15817,91008,75191,High
62,81,75,9572,76351,66779,High
78,89,3,15674,76716,61042,Immediate
72,39,68,9581,71796,62215,Medium
19,14,93,10300,85106,74806,Immediate
39,6,72,19223,76359,57136,High
36,31,43,15067,41292,26225,High
48,24,108,23575,97583,74008,High
92,17,22,7194,95288,88094,Medium
6,12,106,16475,33146,16671,Immediate
40,20,28,8961,74851,65890,High
16,64,13,8155,83923,75768,Immediate
51,5,23,5711,28242,22531,Medium
4,31,46,22728,100386,77658,Immediate
26,67,23,15374,102079,86705,Immediate
20,21,65,3159,70274,67115,Immediate
81,6,54,5917,35314,29397,Low
13,93,55,4579,61856,57277,Immediate
13,43,41,10902,100471,89569,Immediate
4,89,87,4419,18336,13917,Immediate
76,98,47,7942,91832,83890,Immediate
18,78,63,14271,45797,31526,Immediate
12,22,31,23362,107758,84396,Immediate
21,18,73,8800,43029,34229,Immediate
28,73,22,24975,122278,97303,Immediate
46,5,7,7819,74603,66784,High
35,7,77,17167,75596,58429,High
63,30,23,8180,96468,88288,Medium
49,45,88,16918,41234,24316,High
19,15,78,8378,67047,58669,Immediate
17,58,70,4235,72749,68514,Immediate
25,34,76,14847,112135,97288,Immediate
56,100,49,21953,95141,73188,Immediate
28,94,104,8217,31754,23537,Immediate
93,67,105,5525,24701,19176,High
77,23,43,17847,104635,86788,Low
38,91,25,21258,91101,69843,Immediate
33,95,89,4142,34835,30693,Immediate
52,91,55,9898,103406,93508,Immediate
17,6,63,15106,103324,88218,Immediate
8,34,101,17934,39038,21104,Immediate
64,83,5,20628,108093,87465,Immediate
50,37,3,16268,113494,97226,Immediate
12,94,81,7514,42348,34834,Immediate
52,54,45,8615,69035,60420,Medium
43,72,112,22480,118035,95555,High
49,0,39,14315,68166,53851,High
39,59,88,5504,71677,66173,High
83,68,20,13068,65157,52089,High
87,8,39,23893,111926,88033,Medium
57,43,43,13377,108857,95480,Medium
47,84,86,19272,86231,66959,High
4,69,74,5239,68593,63354,Immediate
65,70,110,11835,50863,39028,High
82,27,84,15795,41448,25653,Low
65,66,60,23526,75871,52345,High
24,65,103,24326,89176,64850,Immediate
68,39,100,11306,80916,69610,Medium
68,16,62,11165,107256,96091,Medium
41,30,33,20125,72815,52690,High
37,40,118,7509,87571,80062,High
21,95,55,21602,98652,77050,Immediate
3,92,45,7167,100109,92942,Immediate
19,70,65,14963,34267,19304,Immediate
25,72,23,11833,53730,41897,Immediate
77,61,44,14678,93439,78761,High
82,4,70,6106,90504,84398,Low
81,13,25,7942,80623,72681,Medium
99,74,101,16672,79606,62934,High
17,49,20,16953,112354,95401,Immediate
22,31,13,18884,71268,52384,Immediate
88,57,86,23506,41403,17897,Medium
37,13,117,10051,107414,97363,High
54,62,29,19003,69436,50433,High
65,22,68,6731,97550,90819,Medium
5,81,84,14898,38376,23478,Immediate
33,53,88,11273,70518,59245,High
64,86,29,21792,58222,36430,Immediate
31,65,112,3867,57303,53436,High
16,42,119,11769,95564,83795,Immediate
33,0,23,20285,52572,32287,High
1,75,27,5066,57845,52779,Immediate
34,67,49,18600,87632,69032,High
40,80,62,13920,66045,52125,High
100,53,2,17423,64749,47326,Immediate
47,50,97,24302,59401,35099,High
82,68,1,10388,79635,69247,Immediate
45,58,66,11082,100540,89458,High
39,56,51,23501,92960,69459,High
7,59,65,13019,45489,32470,Immediate
88,28,65,13065,71068,58003,Low
83,71,91,11369,96027,84658,High
24,77,44,8550,66362,57812,Immediate
80,73,43,13107,47698,34591,High
67,68,42,21541,57693,36152,High
49,83,6,8812,54924,46112,Immediate
56,66,16,4971,44766,39795,High
89,87,118,14502,53079,38577,Immediate
83,80,115,5127,100686,95559,High
50,52,49,9652,62421,52769,Medium
35,34,30,4909,62776,57867,High
62,81,21,20331,106586,86255,High
68,40,54,22798,104123,81325,Medium
90,55,79,9568,65789,56221,Medium
20,97,90,13264,39313,26049,Immediate
94,52,48,12797,43920,31123,Medium
23,30,83,3458,53806,50348,Immediate
4,81,67,15135,98051,82916,Immediate
93,82,53,8643,68737,60094,High
89,54,112,11516,93662,82146,Medium
90,37,29,10816,48289,37473,Medium
28,2,87,9487,36691,27204,Immediate
100,100,4,24048,41141,17093,Immediate
27,15,13,12399,47283,34884,Immediate
47,24,66,12575,57649,45074,High
22,28,41,18114,115174,97060,Immediate
90,23,116,20344,58376,38032,Low
53,71,112,23201,91648,68447,High
90,67,83,14804,95078,80274,High
10,7,62,18718,34894,16176,Immediate
7,24,88,9041,46074,37033,Immediate
16,90,29,9442,76248,66806,Immediate
72,77,5,9833,29360,19527,Immediate
62,56,119,3334,21003,17669,Medium
91,35,33,21821,51012,29191,Medium
75,70,45,6163,90793,84630,High
64,23,45,5748,23843,18095,Medium
29,64,32,13680,78804,65124,Immediate
82,93,114,10069,79291,69222,Immediate
90,100,59,8337,87646,79309,Immediate
66,30,66,24045,101638,77593,Medium
37,82,31,18903,83703,64800,High
44,48,87,9289,94627,85338,High
51,19,62,14690,35013,20323,Medium
91,98,21,14269,29609,15340,Immediate
52,86,52,3452,13844,10392,Immediate
95,73,46,22434,62712,40278,High
29,42,109,7794,107124,99330,Immediate
37,33,46,9363,27442,18079,High
38,0,98,12448,101224,88776,High
86,19,82,23177,86850,63673,Low
84,71,34,3177,23403,20226,High
42,9,8,22950,45181,22231,High
18,64,55,22379,46461,24082,Immediate
52,43,96,19175,43308,24133,Medium
15,29,113,21011,53438,32427,Immediate
15,50,33,13748,90837,77089,Immediate
25,5,38,19299,30773,11474,Immediate
42,5,78,16759,59864,43105,High
79,87,13,4087,85587,81500,Immediate
12,72,6,24341,106441,82100,Immediate
56,52,46,18181,62616,44435,Medium
33,65,63,4212,16980,12768,High
41,77,64,19828,104953,85125,High
29,42,93,21694,104315,82621,Immediate
22,35,14,22603,87314,64711,Immediate
80,31,25,17640,83120,65480,Medium
26,26,46,24342,67794,43452,Immediate
25,13,48,11532,34423,22891,Immediate
14,93,89,18154,104836,86682,Immediate
74,27,55,21116,77907,56791,Low
25,69,32,13671,48086,34415,Immediate
11,69,77,7710,46105,38395,Immediate
60,33,87,4384,32924,28540,Medium
80,44,112,24819,51471,26652,Medium
77,80,94,7271,66661,59390,High
48,97,91,15779,40213,24434,Immediate
72,69,61,8093,24531,16438,High
57,26,40,12943,110308,97365,Medium
10,29,35,15655,112156,96501,Immediate
42,60,40,17172,96250,79078,High
41,41,119,9914,60195,50281,High
77,82,85,24140,100900,76760,High
76,52,44,17628,105745,88117,Medium
87,37,110,6338,75822,69484,Medium
44,63,44,23197,45589,22392,High
80,61,116,6417,32812,26395,High
81,8,67,22529,49787,27258,Low
1,7,116,7650,29827,22177,Immediate
51,38,31,24823,114541,89718,Medium
96,92,44,14963,49891,34928,Immediate
98,1,99,6487,26525,20038,Low
86,62,69,6438,51589,45151,High
39,23,117,4465,65768,61303,High
27,61,25,3774,74483,70709,Immediate
70,85,86,6930,44186,37256,High
96,44,32,10424,94865,84441,Medium
44,63,68,24468,72746,48278,High
37,69,53,16130,73480,57350,High
72,29,22,13937,65639,51702,Medium
72,54,102,22391,89686,67295,Medium
8,86,15,7242,39235,31993,Immediate
15,24,99,12906,86726,73820,Immediate
45,6,34,19205,106149,86944,High
12,26,66,8220,37577,29357,Immediate
3,93,67,3141,95327,92186,Immediate
39,86,105,11687,38550,26863,Immediate
2,0,9,24320,102283,77963,Immediate
75,0,16,6911,102908,95997,High
45,9,33,22240,113279,91039,High
82,74,62,11116,38793,27677,High
58,25,44,11595,100910,89315,Medium
4,64,11,5606,94315,88709,Immediate
12,88,23,17627,99241,81614,Immediate
75,46,109,10105,37852,27747,Medium
79,13,53,10489,102329,91840,Low
15,67,43,18461,60829,42368,Immediate
64,8,21,23817,104451,80634,Medium
95,97,84,21497,88204,66707,Immediate
6,85,84,13169,47971,34802,Immediate
3,19,35,6936,92130,85194,Immediate
84,44,14,23190,121659,98469,High
47,29,29,18344,41441,23097,High
28,6,32,21316,72018,50702,Immediate
12,53,14,8775,101642,92867,Immediate
84,15,5,24399,36895,12496,Immediate
9,58,35,3542,89949,86407,Immediate
78,10,9,18809,118452,99643,High
93,15,48,21996,60220,38224,Low
47,69,46,13872,63672,49800,High
74,32,52,7688,30542,22854,Low
50,97,110,22879,38957,16078,Immediate
21,89,91,4416,99444,95028,Immediate
4,81,22,3907,22414,18507,Immediate
43,21,6,12710,84204,71494,Immediate
14,63,17,10426,95955,85529,Immediate
62,62,89,24949,110553,85604,High
8,23,32,4794,42435,37641,Immediate
32,42,109,9795,72623,62828,High
84,97,97,14423,30249,15826,Immediate
67,16,114,22920,56603,33683,Medium
92,16,64,19917,39326,19409,Low
41,75,45,18370,87942,69572,High
59,28,20,14268,99940,85672,Medium
33,11,28,9241,97326,88085,High
18,11,25,12740,108319,95579,Immediate
2,23,8,3227,99618,96391,Immediate
89,44,72,23736,114122,90386,Medium
64,14,50,10315,33303,22988,Medium
14,58,54,18995,38871,19876,Immediate
22,98,18,24520,39798,15278,Immediate
63,47,26,23604,120294,96690,Medium
74,90,98,23305,85171,61866,Immediate
67,16,70,7868,21828,13960,Medium
81,56,89,5505,69753,64248,Medium
79,73,74,18843,113442,94599,High
13,71,1,12103,100720,88617,Immediate
48,41,70,3358,44319,40961,High
65,52,9,10236,75203,64967,High
4,55,111,6527,67981,61454,Immediate
4,68,52,23432,115680,92248,Immediate
97,32,22,10124,103046,92922,Medium
14,64,71,17702,91913,74211,Immediate
57,25,106,15939,110239,94300,Medium
76,1,32,22633,100311,77678,Medium
60,10,101,24699,34906,10207,Medium
94,88,103,24511,59222,34711,Immediate
97,14,5,9024,49416,40392,Immediate
53,28,116,16004,36801,20797,Medium
79,61,94,3443,62712,59269,High
4,32,83,3566,33552,29986,Immediate
16,87,119,12844,76567,63723,Immediate
41,100,22,23774,54973,31199,Immediate
98,26,76,7781,33296,25515,Low
51,64,39,14129,96722,82593,High
86,21,68,18855,50952,32097,Low
63,70,85,19696,38050,18354,High
36,49,30,18760,99064,80304,High
15,14,13,20431,48757,28326,Immediate
58,54,65,3671,65442,61771,Medium
29,65,18,21490,52022,30532,Immediate
63,29,18,8124,46608,38484,High
7,8,32,15151,48816,33665,Immediate
21,19,15,13700,85425,71725,Immediate
4,0,60,20054,67416,47362,Immediate
19,82,64,19319,77072,57753,Immediate
28,30,75,16597,36477,19880,Immediate
79,57,57,15886,76184,60298,Medium
62,96,115,7900,63269,55369,Immediate
27,26,70,8349,84914,76565,Immediate
88,76,62,18693,47164,28471,High
40,41,102,17728,57441,39713,High
14,3,34,8949,25301,16352,Immediate
70,95,119,3278,80219,76941,Immediate
19,55,53,11065,33629,22564,Immediate
75,41,57,6449,50226,43777,Medium
9,71,61,18380,33687,15307,Immediate
85,12,48,12127,107565,95438,Low
75,80,112,6592,84360,77768,High
50,39,76,16000,32719,16719,Medium
93,69,64,13776,63099,49323,High
9,27,93,7597,107170,99573,Immediate
25,17,68,10958,59014,48056,Immediate
5,70,110,14195,63569,49374,Immediate
51,8,115,23779,109981,86202,Medium
27,93,8,13082,63619,50537,Immediate
29,98,102,17986,53839,35853,Immediate
19,30,34,20839,89362,68523,Immediate
66,62,48,4961,77245,72284,High
11,58,65,16107,97101,80994,Immediate
92,62,111,13033,96616,83583,High
38,41,89,12435,27017,14582,High
42,48,5,20218,47225,27007,Immediate
23,28,15,17891,61155,43264,Immediate
78,87,116,19926,63609,43683,Immediate
9,10,82,16281,75764,59483,Immediate
49,6,100,17576,53258,35682,High
53,89,55,21974,91558,69584,Immediate
99,92,89,18290,88828,70538,Immediate
46,48,18,18889,38418,19529,High
70,91,81,13392,60657,47265,Immediate
51,42,67,13328,110502,97174,Medium
73,43,44,24682,82124,57442,Medium
78,84,21,19761,91949,72188,High
31,56,41,8941,76439,67498,High
86,73,40,5216,42631,37415,High
17,73,56,22854,50754,27900,Immediate
97,71,114,20910,45888,24978,High
20,38,32,10421,76150,65729,Immediate
84,8,50,7608,24353,16745,Low
33,26,15,12640,56374,43734,High
60,62,61,3107,36672,33565,High
22,64,32,12256,79903,67647,Immediate
72,15,31,6871,49279,42408,Medium
81,97,93,10164,23664,13500,Immediate
23,2,62,10758,101336,90578,Immediate
54,94,10,3229,64867,61638,Immediate
21,13,73,20361,62240,41879,Immediate
14,14,52,8189,105048,96859,Immediate
41,18,40,14972,26837,11865,High
42,51,46,6725,21265,14540,High
97,57,49,7814,96946,89132,Medium
25,26,67,23802,106156,82354,Immediate
59,60,99,8489,93062,84573,Medium
89,2,33,23265,40957,17692,Medium
28,8,32,9805,22962,13157,Immediate
57,56,98,16705,111721,95016,Medium
61,62,76,22282,87290,65008,High
46,54,26,24772,74586,49814,High
33,21,84,12238,71995,59757,High
86,51,83,12256,77203,64947,Medium
5,22,10,24602,49278,24676,Immediate
95,59,30,21656,96414,74758,Medium
78,56,43,14955,70483,55528,Medium
76,5,101,7439,65578,58139,Low
43,53,78,9389,81814,72425,High
31,28,46,22942,122870,99928,High
77,52,81,4332,25561,21229,Medium
28,92,82,6294,65782,59488,Immediate
5,75,38,3494,18136,14642,Immediate
54,46,33,5036,79128,74092,Medium
2,68,59,12699,109702,97003,Immediate
95,17,106,13060,24661,11601,Low
24,19,71,17794,81113,63319,Immediate
26,41,66,24858,118976,94118,Immediate
4,79,106,14666,88121,73455,Immediate
11,1,43,23885,72694,48809,Immediate
32,23,69,10060,65389,55329,High
4,7,85,23846,117818,93972,Immediate
12,82,93,16732,89541,72809,Immediate
28,68,32,3357,92892,89535,Immediate
1,68,111,18840,32090,13250,Immediate
34,82,15,23194,118552,95358,High
64,37,86,13768,88452,74684,Medium
0,2,70,23916,82421,58505,Immediate
2,93,47,17922,111975,94053,Immediate
5,45,95,9137,54781,45644,Immediate
42,55,70,22825,41420,18595,High
46,53,41,9849,26535,16686,High
63,89,91,23729,114926,91197,Immediate
94,23,77,20496,95432,74936,Low
24,28,31,9118,33544,24426,Immediate
55,97,78,12380,99720,87340,Immediate
79,37,85,7965,83669,75704,Medium
32,92,112,19762,59666,39904,Immediate
12,5,66,13207,93359,80152,Immediate
22,70,95,20684,66652,45968,Immediate
45,61,2,4383,29561,25178,Immediate
100,81,44,10924,65043,54119,High
82,4,93,6622,77359,70737,Low
80,44,75,11804,38792,26988,Medium
31,42,8,23184,121642,98458,High
27,96,39,9681,35584,25903,Immediate
45,27,116,11070,54287,43217,High
21,21,3,4069,18086,14017,Immediate
7,3,15,16867,111072,94205,Immediate
38,75,29,21632,42617,20985,High
61,83,34,8273,91344,83071,High
84,86,18,9846,89531,79685,Immediate
87,41,93,24221,102969,78748,Medium
31,82,81,17929,50623,32694,High
26,77,54,12678,75357,62679,Immediate
72,84,43,14187,61320,47133,High
90,7,35,6729,71765,65036,Medium
71,48,8,7516,84311,76795,High
65,80,77,22317,100362,78045,High
40,72,27,13277,49642,36365,High
11,41,86,21865,88215,66350,Immediate
76,64,102,14080,96665,82585,High
28,39,30,7737,67994,60257,Immediate
27,46,32,7197,32292,25095,Immediate
77,88,89,22765,85102,62337,Immediate
23,34,30,20248,47189,26941,Immediate
90,96,33,23675,49799,26124,Immediate
63,29,108,14164,56865,42701,Medium
91,95,100,19669,114510,94841,Immediate
11,66,15,15015,39616,24601,Immediate
85,60,23,11207,62727,51520,Medium
79,13,6,17505,27623,10118,Immediate
94,41,117,9153,99454,90301,Medium
83,48,9,5254,63961,58707,High
51,87,82,24642,63350,38708,Immediate
89,71,22,17515,93180,75665,High
4,98,32,21155,51993,30838,Immediate
3,86,46,8273,92506,84233,Immediate
49,25,71,15063,95317,80254,High
96,43,26,14058,36276,22218,Medium
86,37,26,6963,63585,56622,Medium
69,44,31,13606,70514,56908,Medium
47,44,109,4339,62655,58316,High
51,51,76,16629,73118,56489,Medium
66,78,49,8463,56721,48258,High
93,43,36,20654,63955,43301,Medium
1,6,16,12565,51280,38715,Immediate
64,90,73,14334,43703,29369,Immediate
90,73,25,14846,85062,70216,High
94,31,50,20388,48894,28506,Low
9,21,95,9696,82462,72766,Immediate
13,2,88,22789,33097,10308,Immediate
15,60,28,18522,64337,45815,Immediate
1,60,56,5017,28383,23366,Immediate
17,70,49,23581,57686,34105,Immediate
6,3,43,12423,93393,80970,Immediate
48,59,6,11339,98510,87171,Immediate
21,84,82,20454,110824,90370,Immediate
26,43,30,19032,87298,68266,Immediate
55,22,43,15242,99735,84493,Medium
67,52,83,15020,103329,88309,Medium
39,59,86,20288,33198,12910,High
9,9,30,14913,39178,24265,Immediate
35,81,44,19056,84138,65082,High
82,22,4,12776,89231,76455,Immediate
12,67,91,23837,109331,85494,Immediate
71,89,34,21952,105433,83481,Immediate
64,71,74,19826,63194,43368,High
94,58,67,14580,45546,30966,Medium
